јртикул;÷ена;—сылка
"4933478112";"8700";""
"4933478587";"9400";""
"4933479763";"10600";""
"4933479770";"13700";""
"4933479366";"21990";""
"4933478868";"25600";""
"4933478116";"67990";""
"4933478869";"17490";""
"4933478091";"73990";""
"4933478094";"73990";""
"4933478092";"92490";""
"4932471605";"9800";""
"4932479265";"22000";""
"4932430086";"17000";""
"4932471736";"27500";""
"4932479831";"44000";""
"4933478960";"129490";""
"4932478108";"1380";""
"4932478105";"6900";""
"4932478106";"9500";""
"4932478104";"20500";""
"4932478959";"9400";""
"4932479555";"39500";""
"49771004";"5500";""
"4933478640";"4800";""
"4933478643";"38100";""
"4933472112";"58990";""
"4931411958";"3400";""
"4931411254";"4100";""
"4933381858";"29990";""
"4933427247";"40990";""
"4933427275";"60990";""
"4933441730";"60990";""
"4933441715";"60990";""
"4933464299";"272490";""
"4933441771";"116990";""
"4932472151";"8100";""
"4932472152";"8100";""
"4932472153";"8100";""
"4932472271";"8100";""
"4932472272";"8100";""
"4932472273";"8100";""
"4932472150";"8100";""
"4932479581";"49100";""
"4932479582";"49100";""
"4932352716";"6900";""
"4932430103";"6900";""
"4932430102";"6900";""
"4932352727";"6900";""
"4932352717";"6900";""
"4932352718";"6900";""
"4932352719";"6900";""
"4932352720";"6900";""
"4932352721";"6900";""
"4932352730";"6900";""
"4932352723";"6900";""
"4932352724";"6900";""
"4932352725";"6900";""
"4932352728";"6900";""
"4932352729";"6900";""
"4932451396";"49000";""
"4932451397";"49000";""
"4932451398";"49000";""
"4932451399";"57300";""
"48442778";"17600";""
"49162773";"27800";""
"49162778";"39500";""
"4932464867";"52500";""
"4933479436";"115990";""
"4933479437";"180990";""
"4933479438";"180990";""
"4933478248";"242990";""
"4933478305";"258990";""
"4933478306";"285990";""
"4933479683";"297990";""
"4933479684";"309490";""
"4933479440";"319990";""
"4933479441";"352990";""
"4933478310";"354490";""
"4933478307";"354490";""
"4933478309";"354490";""
"4933478308";"354490";""
"4933471949";"449490";""
"4933471950";"469490";""
"4933471813";"642990";""
"4932471998";"125800";""
"4932471999";"155800";""
"4932472001";"158900";""
"4932472000";"192400";""
"4932472002";"192400";""
"4932451743";"13900";""
"4932479403";"15600";""
"4932479404";"15600";""
"4932479394";"15600";""
"4932479395";"15600";""
"4932479398";"15600";""
"4932479396";"15600";""
"4932479397";"15600";""
"4932479399";"15600";""
"4932479400";"15600";""
"4932479401";"15600";""
"4932479402";"15600";""
"4932479378";"15600";""
"4932479385";"15600";""
"4932479386";"15600";""
"4932479379";"15600";""
"4932479387";"15600";""
"4932479388";"15600";""
"4932479380";"15600";""
"4932479389";"15600";""
"4932479381";"15600";""
"4932479382";"15600";""
"4932479383";"15600";""
"4932479384";"15600";""
"4932430247";"30500";""
"4932479442";"31500";""
"4932479444";"45800";""
"4932479443";"45800";""
"4932479604";"61900";""
"4932479452";"94900";""
"4932479446";"102900";""
"4932479445";"104400";""
"4932479447";"106000";""
"4932479451";"113900";""
"4932479453";"121800";""
"4932479454";"121800";""
"4932479455";"130500";""
"4932479456";"130500";""
"4932479457";"148000";""
"4932479458";"189900";""
"4932479448";"189900";""
"4932479449";"189900";""
"4932479450";"189900";""
"4932479459";"209000";""
"4932479460";"214100";""
"4933471953";"74990";""
"48445176";"19100";""
"48445178";"20800";""
"48445195";"22600";""
"48445197";"26600";""
"4932479425";"3100";""
"4932480544";"15800";""
"48532682";"1250";""
"48532787";"1750";""
"48532831";"4600";""
"4932471718";"4600";""
"48532830";"4600";""
"4932471708";"7500";""
"48532835";"8300";""
"4932471709";"9300";""
"48532832";"9400";""
"48532833";"10600";""
"48532836";"10600";""
"48532834";"11900";""
"48532838";"17900";""
"48532837";"17900";""
"4932471707";"18800";""
"4932471701";"25400";""
"4932471703";"28900";""
"4932471702";"41800";""
"48532840";"43800";""
"4932471704";"46900";""
"48533813";"2500";""
"48533828";"2500";""
"48533815";"2500";""
"48533814";"2800";""
"48533811";"3100";""
"48533827";"3100";""
"48533829";"3100";""
"4932471717";"3400";""
"48533812";"3500";""
"48533825";"4300";""
"48533831";"4600";""
"48533830";"4600";""
"48534831";"5900";""
"4932471720";"5900";""
"48534830";"5900";""
"48533816";"7600";""
"48533836";"8300";""
"48533835";"8300";""
"4932478413";"8500";""
"4932478414";"9300";""
"48533832";"9400";""
"48534832";"9400";""
"48534835";"9400";""
"48533833";"10600";""
"48534833";"10600";""
"4932478412";"10600";""
"48533834";"11900";""
"48534834";"11900";""
"48534836";"11900";""
"4932478411";"12400";""
"4932471719";"13100";""
"4932478410";"16500";""
"4932478415";"16800";""
"4932471712";"19100";""
"4932471710";"20500";""
"48533837";"21400";""
"48534837";"21400";""
"4932471711";"24400";""
"48533838";"26300";""
"48534838";"26300";""
"4932478409";"26900";""
"48533840";"43600";""
"48534839";"46300";""
"4932471713";"84900";""
"4933479639";"27490";""
"4933479640";"37990";""
"4933471415";"329990";""
"4932478406";"9600";""
"4933480585";"688000";""
"4933471995";"402990";""
"4933478615";"408990";""
"4933478228";"16200";""
"4933479596";"67990";""
"4933479599";"74990";""
"4933478601";"81990";""
"4933479597";"90990";""
"4933479600";"97490";""
"4933478602";"100990";""
"4933479643";"6900";""
"4933472022";"72300";""
"4932274069";"1130";""
"48540100";"4800";""
"4932478961";"4900";""
"4932479797";"6300";""
"48950100";"10100";""
"4932478924";"10600";""
"4932478923";"10600";""
"4932478925";"10600";""
"4932478962";"12500";""
"4932478926";"15600";""
"4932478839";"21300";""
"4932478838";"21300";""
"4932478840";"21300";""
"4932480559";"15800";""
"4932480560";"25400";""
"4932480561";"25400";""
"4932480562";"25400";""
"4933479678";"50990";""
"4933479679";"110990";""
"4933479677";"36990";""
"4933480113";"89990";""
"4933479675";"21990";""
"4933479676";"40990";""
"4932478427";"2000";""
"4932471385";"2500";""
"4933479585";"210990";""
"4932479820";"2600";""
"4932479820";"2600";""
"4932480172";"4100";""
"4932480168";"3300";""
"4932480170";"3900";""
"4932480174";"4400";""
"4932479818";"4800";""
"4932479819";"5800";""
"4932479821";"5800";""
"4932471991";"12700";""
"4932319995";"326";""
"4932310612";"431";""
"4932221380";"1100";""
"4932399214";"5300";""
"48662125";"6100";""
"4932371788";"12300";""
"4932479061";"94";""
"4932479060";"309";""
"4932479059";"870";""
"4932479033";"3160";""
"4932479034";"3200";""
"4932479035";"3240";""
"4932479036";"3280";""
"4932479038";"3420";""
"4932479037";"3490";""
"4932479040";"3750";""
"4932479039";"3760";""
"4932479041";"3890";""
"4932479042";"4020";""
"4932479043";"4150";""
"4932479044";"4290";""
"4932479045";"4420";""
"4932479046";"4690";""
"4932479047";"5100";""
"4932479048";"5500";""
"4932479049";"5900";""
"4932479050";"6300";""
"4932479051";"7000";""
"4932479052";"7600";""
"4932479053";"8600";""
"4932479054";"9800";""
"4932479055";"10100";""
"4932479056";"10900";""
"4932479057";"14100";""
"4932479058";"14100";""
"4932479468";"191";""
"49567100";"305";""
"4932479469";"384";""
"4932479465";"530";""
"48271401";"550";""
"4932479466";"890";""
"4932479467";"890";""
"4932399854";"980";""
"4932479470";"1180";""
"49568995";"1590";""
"49569000";"1720";""
"49569005";"1750";""
"49569020";"2070";""
"49560807";"2230";""
"49569030";"2360";""
"49560711";"2610";""
"49560239";"2760";""
"49560714";"2840";""
"49560728";"3340";""
"49560730";"3550";""
"49560735";"4180";""
"49560737";"4800";""
"4932479803";"5700";""
"49560847";"6700";""
"49560848";"7500";""
"49223079";"12700";""
"4932471326";"13400";""
"4932472237";"18100";""
"4932471370";"20900";""
"4932479227";"433";""
"06832625";"19";""
"06833150";"30";""
"48286870";"215";""
"48286880";"230";""
"4932479546";"261";""
"4932479551";"261";""
"4932479548";"291";""
"4932479549";"306";""
"4932479547";"306";""
"4932479550";"323";""
"4932479552";"510";""
"4932479471";"610";""
"4932479473";"710";""
"4932479472";"760";""
"4932479474";"800";""
"4932479478";"840";""
"4932479475";"880";""
"4932479479";"950";""
"4932479480";"1030";""
"4932479481";"1100";""
"4932479476";"1120";""
"4932479494";"1120";""
"4932479482";"1200";""
"4932479483";"1380";""
"4932479493";"1430";""
"4932479495";"1460";""
"4932352275";"1580";""
"4932479484";"1610";""
"4932479496";"1660";""
"4932479485";"1780";""
"4932479486";"1870";""
"4932479487";"2130";""
"4932479477";"2620";""
"4932479498";"2970";""
"4932479497";"3560";""
"4932479499";"3650";""
"4932479500";"3890";""
"4932479489";"3970";""
"4932479501";"4160";""
"4932479490";"4670";""
"4932479502";"5500";""
"4932479491";"5700";""
"4932479488";"9300";""
"49960070";"140";""
"4932373504";"2300";""
"4932373506";"2630";""
"4932373508";"3630";""
"4932479553";"910";""
"4932480126";"179";""
"4932480125";"188";""
"4932480123";"191";""
"4932480124";"191";""
"4932480130";"224";""
"4932480137";"224";""
"4932480128";"235";""
"4932480133";"243";""
"4932480135";"243";""
"4932480127";"251";""
"4932480129";"255";""
"4932480131";"255";""
"4932480138";"279";""
"4932480134";"283";""
"4932480136";"283";""
"4932480140";"291";""
"4932480141";"299";""
"4932480139";"319";""
"4932480142";"326";""
"4932480132";"339";""
"4932480146";"406";""
"4932480143";"423";""
"4932480145";"466";""
"4932480150";"498";""
"4932480147";"550";""
"4932480149";"550";""
"4932480151";"570";""
"4932480153";"630";""
"4932480144";"690";""
"4932480148";"810";""
"4932480152";"980";""
"4932480155";"1210";""
"4932480154";"1280";""
"4932480156";"1270";""
"4932480157";"1280";""
"4932480158";"1880";""
"4932480690";"2270";""
"4932479345";"9500";""
"4932479346";"10800";""
"4932480689";"12100";""
"4932479347";"12300";""
"4932479348";"13900";""
"4932479349";"15800";""
"4932479368";"21200";""
"4932479369";"29600";""
"4932471228";"150";""
"4932471219";"156";""
"4932471242";"720";""
"4932478469";"910";""
"4932471244";"1040";""
"4932478467";"1160";""
"4932478470";"1210";""
"4932478466";"1340";""
"4932471157";"1570";""
"4932471156";"1610";""
"4932471158";"1600";""
"4932471155";"1680";""
"4932471159";"1770";""
"4932478473";"2100";""
"4932478529";"2500";""
"4932478530";"2500";""
"4932478531";"2710";""
"4932478474";"2820";""
"4932478533";"3120";""
"4932478535";"3360";""
"4932478534";"3430";""
"4932478532";"3540";""
"4932478536";"3790";""
"4932478537";"3820";""
"4932478627";"4120";""
"4932478626";"4350";""
"4932478538";"4650";""
"4932479556";"5300";""
"4932479557";"21100";""
"4932352341";"30100";""
"4932399100";"2790";""
"4932399105";"3520";""
"4932399101";"3930";""
"4932399106";"4090";""
"4932399108";"4340";""
"4932399109";"4410";""
"4932399110";"4500";""
"4932399115";"5800";""
"4932399114";"6100";""
"4932399118";"6500";""
"4932399119";"6800";""
"4932399120";"9100";""
"4932399126";"560";""
"4932478465";"690";""
"4932471111";"700";""
"4932471192";"2810";""
"4932399121";"3010";""
"4932399122";"3490";""
"4932399127";"3570";""
"4932399124";"5100";""
"4932363565";"56";""
"4932363566";"60";""
"4932363567";"68";""
"4932363572";"96";""
"4932363581";"106";""
"4932363582";"121";""
"4932363583";"150";""
"4932352606";"163";""
"4932352607";"244";""
"4932471140";"254";""
"4932471089";"254";""
"4932352452";"264";""
"4932363586";"310";""
"4932471090";"630";""
"4932471141";"870";""
"4932478175";"870";""
"4932478176";"920";""
"4932471142";"1060";""
"4932478177";"1060";""
"4932478178";"1140";""
"4932478179";"1220";""
"4932478182";"1500";""
"4932478183";"1670";""
"4932478180";"1700";""
"4932478184";"2560";""
"4932478181";"2620";""
"4932471143";"4160";""
"4932479854";"4260";""
"4932352645";"79100";""
"4932471992";"14700";""
"4932479950";"5600";""
"4932479951";"6600";""
"4932479952";"7100";""
"4932479954";"7200";""
"4932479949";"7700";""
"4932479955";"8500";""
"4932479956";"9200";""
"4932479953";"10000";""
"4932478396";"7400";""
"4932478399";"7900";""
"4932478397";"8800";""
"4932478398";"10600";""
"4932478400";"10900";""
"4932478403";"12600";""
"4932478402";"12800";""
"4932478404";"13700";""
"4932478401";"23600";""
"4932479464";"1900";""
"4932478708";"7900";""
"4932479463";"11400";""
"4932478952";"13500";""
"4932479462";"16200";""
"4932478953";"11700";""
"4932478954";"16100";""
"4932478955";"24300";""
"4932399720";"44000";""
"4932399736";"17300";""
"4932352676";"28100";""
"4932352094";"199500";""
"4932478276";"2150";""
"4932478277";"2330";""
"4932479231";"2630";""
"4932478281";"2660";""
"4932479232";"2670";""
"4932478278";"2680";""
"4932479233";"2730";""
"4932479234";"2740";""
"4932478282";"2810";""
"4932478283";"2860";""
"4932478284";"2940";""
"4932478279";"3180";""
"4932478285";"3240";""
"4932478280";"3310";""
"4932478286";"3340";""
"4932478287";"3910";""
"4932479078";"5500";""
"4932479079";"6300";""
"4932479958";"11800";""
"4932479093";"7300";""
"4932480219";"10100";""
"4932479094";"10500";""
"4932480452";"259";""
"4932480450";"311";""
"4932480451";"311";""
"4932480302";"399";""
"4932480303";"399";""
"4932480304";"399";""
"4932480305";"399";""
"4932480306";"399";""
"4932480307";"399";""
"4932480308";"414";""
"4932480309";"414";""
"4932480310";"414";""
"4932480311";"429";""
"4932480312";"429";""
"4932480313";"490";""
"4932480314";"490";""
"4932480315";"490";""
"4932480316";"540";""
"4932480317";"560";""
"4932480449";"560";""
"4932480354";"570";""
"4932480318";"600";""
"4932480319";"630";""
"4932480320";"680";""
"4932480326";"710";""
"4932480327";"710";""
"4932480328";"710";""
"4932480329";"710";""
"4932480330";"710";""
"4932480333";"710";""
"4932480321";"740";""
"4932480331";"740";""
"4932480332";"740";""
"4932480334";"740";""
"4932480322";"790";""
"4932480336";"810";""
"4932480323";"830";""
"4932480335";"830";""
"4932480324";"860";""
"4932480337";"860";""
"4932480338";"890";""
"4932480339";"920";""
"4932480355";"930";""
"4932480340";"950";""
"4932480325";"1010";""
"4932480341";"1030";""
"4932480342";"1120";""
"4932480448";"1120";""
"4932480343";"1170";""
"4932480357";"1190";""
"4932480361";"1190";""
"4932480362";"1190";""
"4932480364";"1220";""
"4932480344";"1250";""
"4932480365";"1280";""
"4932480366";"1290";""
"4932480369";"1280";""
"4932480367";"1290";""
"4932480368";"1310";""
"4932480345";"1330";""
"4932480363";"1330";""
"4932480372";"1390";""
"4932480346";"1390";""
"4932480370";"1400";""
"4932480352";"1440";""
"4932480373";"1460";""
"4932480371";"1470";""
"4932480347";"1500";""
"4932480348";"1560";""
"4932480374";"1570";""
"4932480356";"1580";""
"4932480405";"1650";""
"4932480353";"1660";""
"4932480375";"1660";""
"4932480408";"1720";""
"4932480349";"1730";""
"4932480409";"1730";""
"4932480410";"1750";""
"4932480411";"1750";""
"4932480378";"1780";""
"4932480379";"1780";""
"4932480380";"1780";""
"4932480381";"1780";""
"4932480383";"1780";""
"4932480386";"1780";""
"4932480389";"1780";""
"4932480406";"1770";""
"4932480391";"1790";""
"4932480382";"1800";""
"4932480384";"1800";""
"4932480385";"1800";""
"4932480387";"1800";""
"4932480388";"1800";""
"4932480390";"1800";""
"4932480392";"1790";""
"4932480393";"1830";""
"4932480395";"1830";""
"4932480394";"1860";""
"4932480413";"1860";""
"4932480397";"1880";""
"4932480412";"1880";""
"4932480396";"1890";""
"4932480414";"1900";""
"4932480376";"1920";""
"4932480416";"2020";""
"4932480442";"2070";""
"4932480350";"2130";""
"4932480351";"2130";""
"4932480377";"2130";""
"4932480417";"2130";""
"4932480400";"2160";""
"4932480398";"2160";""
"4932480399";"2190";""
"4932480418";"2250";""
"4932480401";"2330";""
"4932480403";"2460";""
"4932480419";"2540";""
"4932480402";"2740";""
"4932480407";"2780";""
"4932480404";"3050";""
"4932480420";"3450";""
"4932480424";"3600";""
"4932480425";"3600";""
"4932480426";"3600";""
"4932480429";"3600";""
"4932480428";"3650";""
"4932480427";"3960";""
"4932480440";"3960";""
"4932480443";"3970";""
"4932480421";"4330";""
"4932480422";"4500";""
"4932480441";"4510";""
"4932480423";"4860";""
"4932480432";"5100";""
"4932480456";"5200";""
"4932480434";"5600";""
"4932480430";"5700";""
"4932480457";"5900";""
"4932480435";"6500";""
"4932480436";"7200";""
"4932480437";"9800";""
"4932480438";"10400";""
"4932478008";"276";""
"4932478009";"276";""
"4932478010";"276";""
"4932478011";"276";""
"4932478012";"291";""
"4932478013";"306";""
"4932478014";"306";""
"4932478015";"323";""
"4932478016";"323";""
"4932478017";"338";""
"4932478018";"353";""
"4932478019";"399";""
"4932478034";"399";""
"4932478035";"399";""
"4932478036";"399";""
"4932478037";"399";""
"4932478038";"399";""
"4932472283";"414";""
"4932472284";"414";""
"4932472285";"414";""
"4932472286";"414";""
"4932478000";"414";""
"4932478001";"414";""
"4932478002";"414";""
"4932478020";"414";""
"4932478039";"414";""
"4932478040";"414";""
"4932478041";"414";""
"4932478003";"429";""
"4932478042";"429";""
"4932478043";"429";""
"4932478004";"445";""
"4932478021";"445";""
"4932478022";"445";""
"4932478023";"445";""
"4932478024";"445";""
"4932478025";"445";""
"4932478052";"445";""
"4932478005";"460";""
"4932478026";"460";""
"4932478027";"460";""
"4932478051";"475";""
"4932478006";"490";""
"4932478007";"490";""
"4932478044";"490";""
"4932478045";"490";""
"4932478028";"510";""
"4932478029";"510";""
"4932478046";"540";""
"4932478030";"550";""
"4932478031";"550";""
"4932478053";"570";""
"4932478032";"580";""
"4932478047";"600";""
"4932478033";"660";""
"4932478048";"740";""
"4932478049";"860";""
"4932478055";"970";""
"4932478050";"1010";""
"4932478056";"1210";""
"48034410";"1270";""
"4932478057";"1440";""
"4932478058";"1660";""
"4932478288";"1790";""
"4932478289";"3140";""
"4932478290";"7100";""
"4932479228";"670";""
"4932478054";"209";""
"4932478063";"870";""
"4932478064";"870";""
"4932478065";"870";""
"4932478066";"890";""
"4932478059";"890";""
"4932478060";"890";""
"4932478061";"890";""
"4932478067";"940";""
"4932478062";"940";""
"4932479856";"1030";""
"4932479857";"1030";""
"4932479858";"1030";""
"4932399590";"1170";""
"49663004";"3310";""
"4932479855";"3410";""
"4932451317";"116300";""
"4932352321";"51600";""
"4932480543";"1810";""
"4932480475";"2670";""
"4932479212";"3060";""
"4932479214";"3150";""
"4932479216";"3640";""
"4932479213";"4130";""
"4932479215";"4190";""
"4932479217";"4660";""
"4932479219";"4700";""
"4932479225";"8800";""
"4932479220";"9100";""
"4932479226";"9900";""
"4932479218";"10000";""
"4932479245";"10300";""
"4932479244";"11000";""
"4932479221";"12200";""
"4932479222";"13300";""
"4932479223";"13900";""
"4932480474";"14100";""
"4932479224";"23200";""
"4932478263";"770";""
"4932478262";"920";""
"4932478264";"2290";""
"4932478265";"2410";""
"4932478271";"2480";""
"4932478270";"2630";""
"4932478267";"2640";""
"4932478266";"2660";""
"4932478268";"2710";""
"4932478269";"2730";""
"4932478539";"4080";""
"4932478540";"4080";""
"4932479900";"4970";""
"4932478541";"7000";""
"4932478542";"7100";""
"4932478273";"7500";""
"4932478272";"9000";""
"4932478275";"44400";""
"4932478274";"50800";""
"4932464910";"1380";""
"4932399275";"2160";""
"4932430838";"760";""
"4932373164";"1220";""
"4932430395";"1540";""
"4932451668";"10100";""
"4932479088";"3310";""
"4932265312";"630";""
"4932479087";"3900";""
"4932451725";"1540";""
"4932451726";"1720";""
"4932352327";"2120";""
"4932478095";"2300";""
"4932256387";"2300";""
"4932259182";"3710";""
"4932479836";"3860";""
"4932352839";"4000";""
"4932479554";"4200";""
"48404215";"4200";""
"4932352133";"5100";""
"4932352131";"5400";""
"4932479574";"5700";""
"4932346511";"4200";""
"4932352840";"5700";""
"4932303099";"6500";""
"48404220";"4800";""
"4932346513";"4800";""
"48404225";"5200";""
"4932352139";"7100";""
"48404345";"5800";""
"4932479575";"8400";""
"4932352141";"7300";""
"4932361504";"10200";""
"4932479576";"13800";""
"48906071";"870";""
"48906072";"870";""
"48906073";"870";""
"48906074";"870";""
"48906075";"870";""
"4932479838";"1150";""
"48906011";"1000";""
"48906000";"1280";""
"48906061";"1100";""
"48906063";"1100";""
"48906070";"1460";""
"48906062";"1200";""
"48906054";"1800";""
"48906114";"6600";""
"48906115";"6700";""
"48906004";"6400";""
"48906024";"7000";""
"48906014";"7100";""
"48906034";"7100";""
"48906019";"9800";""
"48906521";"43800";""
"48906511";"44400";""
"48906531";"54000";""
"48906505";"63900";""
"48906527";"66500";""
"48009787";"1550";""
"48009788";"1570";""
"48390630";"2560";""
"48390631";"2560";""
"48005243";"2780";""
"48005541";"7500";""
"48005542";"10000";""
"48005543";"12500";""
"48008711";"13400";""
"48005503";"14500";""
"48005563";"19800";""
"48390635";"20300";""
"48390636";"20300";""
"4932352647";"164100";""
"4932442880";"550";""
"48380010";"930";""
"4932351632";"4970";""
"4932279498";"9100";""
"4932399906";"31600";""
"4932478997";"1500";""
"4932478998";"1560";""
"4932479577";"66";""
"4932479578";"80";""
"4932451474";"94";""
"4932451476";"103";""
"4932451495";"103";""
"4932451496";"116";""
"4932451499";"116";""
"4932451484";"131";""
"4932451486";"146";""
"4932451497";"189";""
"4932451489";"226";""
"4932451498";"226";""
"4932479579";"240";""
"4932459164";"1390";""
"4932451475";"19400";""
"4932451485";"27200";""
"4932451488";"30400";""
"4932479089";"466";""
"4932479090";"466";""
"4932478946";"530";""
"4932478947";"530";""
"4932478948";"530";""
"4932479091";"550";""
"4932479092";"550";""
"4932478949";"560";""
"4932478950";"560";""
"4932478951";"560";""
"4932430413";"320";""
"4932471387";"355";""
"4932478899";"2670";""
"4932363584";"176";""
"4932363578";"71";""
"4932363585";"234";""
"4932363589";"318";""
"4932363587";"530";""
"4932343746";"10100";""
"4932478806";"2210";""
"48662115";"6700";""
"4932478803";"335";""
"4932352894";"1930";""
"49560736";"4590";""
"4932478815";"15300";""
"4932478565";"3970";""
"4932478566";"5500";""
"4932478567";"9100";""
"4932478897";"1380";""
"4932472124";"1690";""
"4932472123";"1830";""
"4932472125";"3700";""
"4932472126";"3870";""
"4932480551";"580";""
"4932478796";"25000";""
"4932478253";"1390";""
"4932478249";"1550";""
"4932478254";"1690";""
"4932478252";"1770";""
"4932478250";"1790";""
"4932478251";"2020";""
"4932479892";"1290";""
"4932479893";"1420";""
"4932479894";"1510";""
"4932479895";"1590";""
"4932479896";"1680";""
"4932479897";"5200";""
"4932478666";"1690";""
"4932478667";"1770";""
"4932478661";"1910";""
"4932478662";"1940";""
"4932478668";"2070";""
"4932478663";"2190";""
"4932478669";"2380";""
"4932478664";"2430";""
"4932478657";"2750";""
"4932478665";"2780";""
"4932478670";"2790";""
"4932478658";"2940";""
"4932478659";"2950";""
"4932478653";"3340";""
"4932478655";"3340";""
"4932478660";"3340";""
"4932478654";"3660";""
"4932478656";"3660";""
"4932472262";"1450";""
"4932471727";"2560";""
"48223530";"3770";""
"48223520";"3840";""
"48223529";"4730";""
"4932478671";"18100";""
"4932471774";"251";""
"4932471775";"251";""
"4932472208";"43500";""
"4932478719";"620";""
"4932478712";"820";""
"4932478720";"820";""
"4932478724";"820";""
"4932478728";"820";""
"4932478713";"840";""
"4932478729";"860";""
"4932478714";"870";""
"4932478715";"880";""
"4932478721";"880";""
"4932478725";"880";""
"4932478733";"890";""
"4932478735";"890";""
"4932478730";"950";""
"4932478731";"950";""
"4932478716";"960";""
"4932478732";"980";""
"4932478722";"980";""
"4932478726";"980";""
"4932478734";"990";""
"4932478736";"990";""
"4932478717";"1140";""
"4932478723";"1140";""
"4932478727";"1140";""
"4932478718";"1200";""
"4932478737";"3320";""
"4932478739";"3870";""
"4932478738";"3890";""
"4932479095";"7900";""
"4932479830";"17900";""
"4932478621";"2140";""
"4932479992";"234";""
"4932479993";"234";""
"4932479994";"238";""
"4932479995";"238";""
"4932478312";"251";""
"4932478313";"251";""
"4932478314";"251";""
"4932478315";"251";""
"4932478316";"251";""
"4932478317";"266";""
"4932478318";"266";""
"4932478319";"266";""
"4932478320";"281";""
"4932478321";"281";""
"4932478324";"281";""
"4932478325";"281";""
"4932478326";"281";""
"4932478327";"281";""
"4932478328";"281";""
"4932478329";"281";""
"4932478322";"296";""
"4932478330";"296";""
"4932478336";"296";""
"4932478337";"296";""
"4932478338";"296";""
"4932478339";"296";""
"4932478340";"296";""
"4932478341";"296";""
"4932478342";"296";""
"4932478323";"310";""
"4932478331";"310";""
"4932478343";"310";""
"4932478344";"310";""
"4932478350";"310";""
"4932478351";"310";""
"4932478352";"310";""
"4932478332";"325";""
"4932478345";"325";""
"4932478346";"325";""
"4932478333";"340";""
"4932478347";"340";""
"4932478334";"355";""
"4932478335";"355";""
"4932478353";"355";""
"4932478354";"355";""
"4932478355";"355";""
"4932478356";"355";""
"4932478348";"370";""
"4932478349";"370";""
"4932478357";"370";""
"4932478358";"370";""
"4932478359";"370";""
"4932479996";"375";""
"4932479997";"384";""
"4932478360";"399";""
"4932479998";"411";""
"4932478361";"429";""
"4932479999";"438";""
"4932478362";"444";""
"4932480000";"476";""
"4932478363";"488";""
"4932480001";"580";""
"4932480008";"580";""
"4932480009";"580";""
"4932480010";"580";""
"4932480011";"580";""
"4932480012";"580";""
"4932480013";"580";""
"4932480014";"580";""
"4932480006";"600";""
"4932480007";"600";""
"4932480002";"620";""
"4932480015";"650";""
"4932480003";"670";""
"4932480004";"710";""
"4932480005";"750";""
"4932480016";"760";""
"4932480017";"760";""
"4932480023";"830";""
"4932480018";"840";""
"4932480019";"840";""
"4932480024";"880";""
"4932480020";"910";""
"4932480025";"940";""
"4932480021";"990";""
"4932480022";"990";""
"4932480026";"1010";""
"4932480027";"1070";""
"4932480028";"1130";""
"4932480030";"1190";""
"4932480031";"1190";""
"4932480032";"1190";""
"4932480033";"1190";""
"4932480034";"1190";""
"4932480035";"1190";""
"4932480036";"1190";""
"4932480037";"1190";""
"4932480029";"1220";""
"4932480038";"1290";""
"4932480039";"1290";""
"4932480040";"1400";""
"4932480041";"1400";""
"4932480042";"1450";""
"4932480043";"1450";""
"4932480044";"1450";""
